Frame_Width (mm),Lens_Height (mm),Temple_Length (mm),Lens_Thickness (mm),Weight (g),Price ($)
148,43,134,2.925005129486288,16.929065680194537,287.97774707826443
128,35,130,3.8420425981243653,16.32022634423549,299.4099566982789
122,43,140,1.842254613050291,18.55979485899076,121.73000163621725
144,41,149,3.9553740370181054,22.08271180621164,279.42782480606354
121,40,130,3.192354468372161,16.31723756797269,186.75685243590408
131,49,136,1.3840697611342532,17.506584122397143,170.76587610810398
129,48,144,3.229145308000669,25.711977245712653,342.4569286946283
128,31,146,1.2671045528499332,18.49267386248395,321.60056158831236
134,49,137,1.0572291401864882,43.07258218361768,314.6402786940529
127,30,131,4.558510679629138,16.885358613622074,252.17048026520922
144,37,142,2.9596644464179787,46.777530640990264,313.23952188942707
124,43,141,3.173158620161299,45.479384037934096,309.06492333721195
130,38,134,2.1197510865210676,22.2934528058224,261.8018264667335
146,31,142,3.170978877829974,17.503446846922248,216.39657176637053
121,34,135,1.675474768598931,18.69372658045031,253.12511198748888
143,37,144,3.9825831895381003,34.56808828325026,323.8972564067889
147,45,140,4.2933966416155425,36.03205089947074,382.3529075234819
134,45,133,4.423503119677042,26.04539751265309,335.2348671024164
125,42,130,1.4266108697117201,25.389178390388025,222.32483648270144
127,49,144,3.2310176013791714,33.60254439702348,355.9840392893568
146,44,141,4.235003879376132,25.69698154235163,330.6549707136374
124,30,138,1.5128659528495532,47.701182310601595,244.73243693433224
135,32,140,1.3980896326963066,28.392112261608137,347.86150291748316
145,35,134,4.267767994680083,22.693481207108544,291.1290428402369
137,43,136,4.186944155564891,20.108769628794278,258.9481130163881
125,33,137,2.7947725478538716,37.1097867687464,289.04587328791024
124,47,130,1.4388446754402593,26.433156558761553,296.78369768672496
147,44,130,3.0644926292678067,21.607819140467114,275.837860519466
135,38,132,2.5792128000186647,24.653543362224767,221.15869306520938
132,47,137,3.0741897241760507,25.775855057115855,336.8793819875391
147,32,140,2.7595808081023305,36.904171483616054,333.8726018267668
124,39,130,3.2740576535635566,21.113852508926065,265.1299759512655
132,46,143,3.9085188740531756,40.64813177905029,304.33772187508686
136,36,130,4.099439614603434,25.670879382776203,200.72859881619985
137,44,135,3.5959287929513764,32.090835672112306,239.92474062022393
127,30,135,1.7957624601855708,37.91936534534855,240.5585426180988
132,40,132,2.5884921024204766,34.02670375181694,274.2452031561699
149,46,139,1.2848961149428866,38.17817396842403,171.1514901498993
148,34,141,2.806694912300686,26.29084263422544,323.26658703697063
138,36,139,4.881357650899405,48.72074717427501,333.668534791779
145,48,131,3.566922830364043,31.064640256312703,231.93338560358532
122,44,142,1.6184500586539876,26.26767634294346,324.28342356359036
143,32,145,2.0743106391017303,25.373788643316214,257.1444441774388
127,44,142,1.2582945852101872,16.49432393798269,152.8203990274086
121,34,133,1.7296555606078639,38.968205415784524,359.60696704242986
127,41,133,2.9513665739111112,24.18803470003897,224.02756987522648
146,49,140,2.379425525714531,48.562557221290184,309.25545709003256
132,34,143,1.8158492692350667,22.36556608818771,255.53577458195585
132,32,132,1.5863936542514243,33.53219177898797,281.9108567363305
120,38,148,3.624284467908824,40.74147449420485,348.0348949819249
125,38,130,3.2324095074914045,45.45403531873526,244.3923141840557
143,36,134,4.370561248859472,20.476131248777925,249.5715329098439
138,31,146,1.7330115429110138,49.48905391739616,337.2731288802973
135,45,130,4.391941839712985,46.73621448611887,337.99276918010565
127,38,148,3.3116446902394245,48.69974181796363,320.6769616603556
147,42,148,2.0648927759188624,44.84347658395738,260.47840456583987
120,48,133,2.094212562274045,45.71842298117476,267.4195424799372
146,49,148,2.5615215605754096,35.9590120569607,187.3345509934614
146,46,135,2.840508866667177,44.58585220910838,245.87286149761806
135,35,144,1.3300203389475307,33.6904675252154,245.75372265507588
128,33,133,4.367996662665312,33.83760097146077,397.7867564650584
132,30,130,1.4861642772967762,34.690303216534744,276.8773054460702
130,47,146,2.9338393721195266,49.871127371606875,315.5625785080166
132,48,140,2.531872932763687,18.6538194048168,292.8604989704446
144,38,146,3.0491483372477712,43.196349247353695,281.1254986782103
140,42,130,4.549930068272689,24.565938309275865,275.62084298833474
129,37,138,4.9563533594244245,27.64294789092098,269.67394836151595
123,42,143,1.0810854907310334,17.81866400571098,194.56504444890209
146,44,144,2.5729577269007766,27.305082348442436,262.01408935957693
125,40,130,4.270442123668975,49.67669439978479,301.7330110186144
147,41,131,2.306411521047908,28.897424163981242,299.2886955216027
126,43,147,3.596144703674087,38.43907719902863,222.92147003820412
124,33,147,4.9690368150658415,19.224961585653826,352.0099435372564
130,30,135,3.5870851552637752,47.2874023412037,395.06943078799264
132,33,149,1.4447655104930757,43.97108829813796,317.44430871328393
145,48,137,4.371727827815942,28.52030064689313,286.9289531994655
144,38,130,4.8666297491701185,27.196216643546794,244.26399259019996
138,39,144,3.8500336851954704,30.129345122972897,283.2199426657352
142,33,139,2.676272399372281,29.044036399907455,265.60765235930353
129,49,133,4.793600701381697,24.031778166176196,222.91974119454602
129,38,139,4.874288060196793,49.67961959581045,353.1702668540276
130,42,140,4.74046697399663,43.36912594966586,352.5625128665358
140,41,134,2.6472760092403225,24.377314082764254,146.36972992799593
149,40,138,4.158830695875388,49.36036803594251,347.7812067603124
126,41,134,3.61671743613624,15.543554831640776,226.71316698652709
137,47,140,1.7188266635423473,30.326417285529605,300.42242318786543
123,41,132,3.142059606708616,34.93198189714261,288.09784878610964
121,45,133,3.990764036514548,16.315531773907562,224.71631337825306
133,34,139,4.583649103861237,20.63630167463305,290.96835220229474
132,49,136,4.4503934816262145,24.03458787648539,208.39794202070703
148,41,130,1.6186340007419284,40.20794701972025,283.6922210855662
131,40,135,2.9521329859408434,47.89102351028464,325.70302193451136
126,38,137,2.91307451784314,36.858728040377606,250.02128637675236
121,47,146,4.594948247591689,34.693155685360225,270.6178409413832
132,32,136,1.0077492365474674,33.78656919915289,281.4317474165699
133,49,130,3.9548541505077104,27.274627743385057,231.45554649672133
146,46,138,3.4745660661850613,43.9700021148019,321.6638980387104
136,43,140,4.686285892706264,33.926860338269066,390.3637490398789
128,30,148,2.827669401326952,23.053611276330294,320.2184880091153
136,46,131,3.6306889995020026,19.789092285742733,212.85128541383193
127,37,140,4.890988121686169,49.49293802016542,381.5633570919734
121,34,132,3.975615051663635,15.611562525770065,261.1679922319604
147,34,146,1.2695358965190695,47.670401049643175,271.30405188539436
143,38,139,1.670134203890698,22.640615541310883,219.05003859646592
132,32,132,4.285804411838992,38.014233643857665,333.4313347140239
122,48,132,2.3391821638946357,25.553638395934595,194.3465256182367
135,38,136,3.8236724423930997,45.093364415793545,223.88673676511607
125,47,131,3.799294933375312,34.0205862763563,316.50338248338335
138,45,130,4.974802093552819,19.93702145936052,325.2333991998589
149,30,136,2.8794908945453632,24.444225015718516,281.9834651932525
126,31,149,3.9513294420236926,26.211150074941582,294.0901932652375
129,43,140,1.1950115091444093,46.00728275365341,202.4355283681861
128,43,135,2.850364082772354,41.83584465471067,286.18005392365353
121,30,133,1.7467261792685238,44.03555594138035,370.26970531936104
147,45,148,4.3622862068527075,16.828826574450837,314.8121896489612
147,44,148,4.359633328064284,35.25737719156423,375.6578346208299
134,44,143,1.9454576828227812,49.971192568012626,380.3728816606095
149,41,132,2.273140612465873,42.481987366865994,256.70321389811215
124,45,133,3.8099111378414086,19.22476884864701,199.7089581559654
148,43,137,3.953063693649068,38.758635859257204,322.12816092229264
141,44,147,3.630526408457495,41.086333731331415,306.3688630483549
123,44,133,4.9867785501046455,32.998692457249305,314.35629917254016
139,48,140,4.474732847940448,17.75636017207047,214.57552957227557
123,37,145,2.66823552301009,16.214018232222493,197.57378312138277
137,31,132,2.3079068861675345,47.82333940337726,311.1095530498401
123,31,136,3.387398991984322,24.012988791751653,242.90061125634708
146,39,131,4.270545343334016,28.26388444564575,177.096448310097
136,32,130,2.9013738949462113,42.83471393449267,212.15135876186227
131,46,130,3.950770427326558,39.124126135110515,322.20570840027517
141,37,135,1.0766401580241696,48.89979950120173,324.6326106416001
136,33,148,4.703360433192417,18.249372007390864,269.3989748113288
129,43,136,4.09533891006181,39.74218509277296,320.4946534754756
141,39,134,2.5767603470565317,17.878009847218436,242.80537818681006
120,30,147,2.5360493020771684,15.005792377540061,193.2643332994311
141,33,142,1.4115472309940214,19.208057916571157,253.75651703658684
145,30,130,4.264614895530114,36.585404689773306,364.8525973893952
143,46,139,4.074518037028738,38.666746235210454,265.8938026075525
146,46,138,3.520998830142465,30.341895534335446,235.26324327415995
137,36,146,1.405825888576138,16.61247484080985,236.99278386992398
137,49,130,2.049365462548283,37.19207868690717,203.17782849088127
133,44,130,2.8356578930584733,18.003611715527153,331.82074710227346
134,42,136,2.063887775056904,19.960421611823918,237.53996698567832
148,31,133,2.7358956926116145,32.94014896697894,280.65513667999056
131,48,141,1.903830162550609,26.913064501619672,216.22817452195667
123,42,145,2.398402015224067,31.26638745467192,318.19380479842266
146,40,143,3.6091875343865105,37.22769162695174,263.98393764717156
122,44,139,4.5694443231187805,20.600246265648888,224.2823683321157
139,39,143,2.540122724931301,46.25803588918527,252.2658852980112
148,38,136,3.76763292464303,34.5818022626184,273.2463980154674
131,38,133,1.5391723455300812,15.773264643594995,234.52108685748465
126,49,131,3.163271911423046,36.995849460685136,197.08006645519657
148,30,147,4.686816902218054,31.211262612091797,356.4955765755521
130,46,145,1.1117432178295337,39.55736890165497,243.56907406160946
120,41,138,2.070229446907234,42.44117680281407,249.05460738844957
125,39,134,1.529974134720577,47.85956986864752,305.7917485156878
134,34,138,3.132485917985659,49.94210279962498,306.01283751846023
134,47,137,3.7185698562853013,34.23659477149994,267.59218066273877
138,44,149,1.2311167682524373,34.65279235949486,249.52056854587815
130,35,145,1.2811376825622052,15.785583784146219,225.92465634752932
145,36,149,4.478516770995622,45.28096657202157,318.28820351820036
142,46,147,2.824932594270033,16.005129773988237,235.75388782522256
145,35,133,2.8518063985545914,37.14326824503647,336.06272121313094
121,37,145,4.778321579832467,18.45019425604805,191.05339865947383
133,41,133,2.280838441059727,25.004351143725977,150.49052988106305
121,43,135,4.5880945881311614,19.911534358875393,236.00483748580658
148,41,132,4.897018978305054,19.808800083938937,387.26495288349236
123,39,147,1.9667767906017213,17.611034381092566,244.52584039565022
136,49,144,3.056155396850172,26.125869369492627,272.69819892655823
122,44,137,3.1374246116010336,29.827797055847782,306.7192893692308
132,36,147,4.4646724471682555,31.256561749125552,235.98138613630954
128,38,132,2.2156325455272863,30.389781381348758,324.52399410286955
126,39,135,4.192169773413659,33.329221200334715,312.0683889230525
134,39,144,4.884029565112047,45.09254252154293,387.68609792871337
142,45,141,4.361346610977197,37.11288154971613,314.60898865009517
148,36,134,4.63656113382687,15.604998483943449,302.73833428084754
148,34,136,3.8334177565718783,21.053329738411154,185.76200068428057
130,32,144,4.615823041108694,27.21324377520845,342.31376216480635
139,47,136,1.6594025414093094,48.216529810270686,312.0437407382496
121,40,142,3.849445660166504,17.732778910747374,267.2947907380093
134,44,132,3.9275094198859044,39.854174184156854,389.57408441225056
133,49,142,2.7567237859976825,16.158259611070555,289.69120114705356
139,34,132,1.3189538694316485,27.688800915068803,218.07365343715216
141,41,131,3.489774985043309,41.955206729981015,381.3351958384648
130,33,133,1.2075232262819227,27.03752677534234,267.8710977465539
146,44,146,2.529609984626198,30.059872099526302,220.40664844789035
122,38,135,2.5746809159030066,46.68565848936002,236.50794549880794
136,36,140,4.995690033853331,17.31591819617543,269.8323572075575
149,39,135,2.199208134916442,33.46818138235355,211.3571056583705
131,42,131,4.281815751694754,27.81831455069124,286.4172354769392
143,37,146,1.2126867408734152,48.733408503096086,255.64936481915413
147,41,132,3.1190639415433616,42.77914402963903,414.2861803474291
148,48,141,3.1467667142240483,19.272687207828856,198.68302754009318
140,30,143,3.514999412777849,47.459341485290025,316.0051654407746
134,45,131,4.240020813559753,22.392465410881904,335.7419856930574
135,46,134,4.047693526892592,17.968617523718706,321.5801089294065
124,47,139,4.044032513329498,33.95576479280723,342.91639731759227
146,40,139,2.7291757372971475,40.78210494916977,303.47146717558223
139,47,138,3.9098859298661055,40.061781132367415,277.74119119976075
125,36,142,2.965262870996486,33.69196241070887,265.2480737582047
138,47,139,1.2678047133800088,32.24581160468959,350.8345663915557
144,37,135,4.560727130446908,48.934036405610335,347.81974500205223
124,35,140,4.5606532245550415,43.71955946193242,379.05341283917295
122,36,133,2.2915150586205573,39.452401335006385,242.20967943137566
146,39,143,4.65561047712376,21.832401224587468,414.6338677783705
120,40,146,4.031936154020325,43.69197418593279,282.7423321736279
145,42,149,2.6032049234480925,41.24232602306101,260.90193494519093
147,38,131,2.326022393701014,49.720930992218335,268.66488712630417
125,36,139,4.900570797544404,19.65482877769439,214.72213078258463
134,38,132,3.8505078524452436,40.035338858181326,290.5902416099157
121,42,136,2.5152398190848007,49.26791175617339,259.9085299649588
148,32,136,3.5679355519232203,31.190755953556447,225.6488289720583
122,32,130,3.2861047961494756,40.66936551991044,274.27700670862083
136,30,137,3.098160090815843,49.137972769090055,440.726369675226
144,49,130,3.5788075952473752,34.16197128670987,264.0294792625112
143,31,137,3.1505052887214475,39.46645581460855,301.9660509155099
131,32,143,3.6191614147455224,15.702968350423358,207.13730246908852
137,44,143,4.6302742488945565,33.18827869692555,300.95208261311063
134,35,131,4.9730598725810875,23.953014211467977,323.2296478909756
131,42,137,3.8371474933920533,19.593562482268975,377.1994830431838
135,30,148,4.711283207001731,39.80093296384648,268.20904782240865
146,49,139,4.433641015531816,16.368132111791965,263.95316251140855
127,48,136,2.1801495919251166,46.670280305197025,316.09136594297325
147,30,142,4.731631932172142,33.12207809547948,318.1706114181063
133,31,144,1.283236000210486,37.688054031628255,243.08441942345505
144,44,140,2.3196872841741794,23.870217969419325,179.306894719465
136,43,143,3.5597797404192,21.37675565412523,290.03822627556775
148,48,140,3.107661783580568,23.531376738920486,276.77624107043397
140,40,131,3.1696495713174504,23.13025468515027,191.32342935869104
127,44,131,4.179553319204992,45.257556990270814,285.54801694841314
134,35,141,1.7788147291447691,42.5568790511857,295.84870519679026
146,49,144,4.928302039869834,44.84577869434112,250.03723568837745
133,38,146,2.749832909188682,40.72052152804393,268.6161644266492
137,34,143,4.799373059222381,37.524262651254745,377.1258093042471
139,49,145,2.5324634579873306,33.47561414057339,192.22526233104855
126,31,137,3.4071466754065427,24.29186392329681,220.68411058338626
122,35,146,2.8012458852925444,39.68770352044905,399.66623390017224
148,47,134,3.703740655407881,19.780454182648434,266.33653777681513
131,48,141,1.734498917536746,32.887154024849224,191.9997951811336
140,38,135,2.6025141313619398,21.83461689769656,225.05130181231922
143,35,147,1.2735244884297257,32.66657567078106,166.58042204896736
147,43,134,3.392405667960054,25.286759450602425,297.95435714417164
145,42,135,4.850726794356492,16.87178843377702,244.82303887643315
122,40,138,1.183626060629543,32.62981545023929,254.96617833556493
139,41,144,3.638520098006266,21.36405730449833,299.0466341213505
133,48,139,4.100391854550638,20.640426139920358,291.7771167960905
134,48,146,1.8524336967105155,28.452806418719458,242.59178466797778
144,48,148,2.092297173474188,27.66255052486772,348.3477935278461
149,42,141,1.8063243449601414,45.34352529642939,249.80490155219854
133,43,138,2.18965054670523,34.762295801279805,208.51889775636937
126,47,144,1.4403302367734967,44.90985998471625,402.4123672380508
136,41,143,2.4813914851416894,20.139247894972655,211.53386175474276
149,33,130,2.4757167812575793,27.505859451947543,138.78484364946786
131,39,146,4.229069826421636,34.43653661612424,267.151415297299
139,46,130,4.203833262402874,20.359482429348162,206.56294069845583
123,33,142,4.1868934532374595,19.481997321368194,338.24911343648813
128,41,137,3.2681436528757213,38.14905593741919,349.227440254313
125,42,142,2.303522747465338,37.884188978112064,298.29687044868433
135,33,145,2.643858065601735,23.195553243007858,190.95400052558352
144,39,131,2.270974019048327,22.949324440361764,280.11273359676824
147,32,142,3.3277116199228853,41.09060227655293,324.6852768054791
141,44,147,4.7519164852546645,19.094574379650833,309.2250630890054
141,31,132,2.137987136222857,47.31422238368298,366.24697536015833
140,46,142,2.835407270584519,48.03084823641787,418.90114842717117
140,35,148,3.6204677205573605,45.48473131092362,352.4680310365515
121,37,142,4.378779647182331,22.37370546592957,221.35652606678104
143,32,148,2.0133356825638593,15.5880612420852,182.09888611588136
127,47,133,2.1211598039215622,47.78417946388305,356.0315189561917
130,30,148,4.540662129023745,27.039013957372894,357.6723952665278
132,45,147,1.321032479943212,25.864359274592115,252.38494781007998
136,36,135,3.4217904238688504,24.15871530550023,238.0879557288764
127,32,148,4.441821664383948,23.558766056711143,212.32310621841808
140,33,133,4.686971001406134,40.70936516545798,286.1546349088318
137,38,133,1.050749016931475,46.77627699705991,224.68628614332138
149,34,136,2.478663909976737,42.51197280773286,278.82547652710304
137,48,136,2.0290591444841866,38.59377880854192,337.07916635688514
133,44,145,3.2721303550988927,25.07151469840006,234.98504235641624
134,37,145,3.531449107254517,34.1437216353053,279.762049893729
125,35,134,4.999097910422115,23.29385104187279,261.2046478633363
130,47,144,3.0510499875957025,18.902748647243513,333.9778325401362
132,48,133,3.205867514949079,19.21025368401847,373.968257004354
144,44,142,2.6572540312225676,36.13191868333581,227.25823145713773
120,36,148,1.5907089513543027,16.346788057188267,255.5031604105923
147,39,136,2.213298561122394,49.063907353126616,370.5006395419426
125,35,141,1.9879396708441273,49.84132622237836,203.79094138819022
128,43,138,4.204878765393368,20.229864193730073,192.18335556480594
127,46,146,3.1832656862092494,29.955584339432477,357.69811097867466
130,38,131,2.1847745208613683,41.88266064944186,307.1396291990022
141,48,145,2.956371611574013,48.427338943338626,229.6054680862784
138,34,136,1.875459532381662,46.196241105489776,274.77574813373917
143,36,147,1.7405086022928717,23.916431436243254,243.5020162451049
128,48,136,4.439768948967544,17.98189268333653,316.98598466109985
136,49,130,4.7792434178645555,25.10552762633376,278.7278139200077
131,36,132,1.3200584313079515,30.30331050848867,168.31246354461874
144,31,140,4.059530828745682,27.597841102445358,248.16118721431997
133,45,144,2.8132461457091607,42.08541930148874,249.54644282581808
134,42,132,2.5558865652330134,24.02257607644134,286.38973492721345
135,37,142,3.757645238191284,45.05229905079122,322.24542179640434
141,35,133,2.0650147413374627,22.897204966237442,298.6749363529947
141,35,137,1.0823249051343495,27.647321572807996,277.3128487849181
147,38,133,1.85601139128006,30.673317370268766,168.03598642902935
139,33,147,1.7397003068366756,25.192634989289825,261.81186467258544
120,40,136,1.13619752621425,41.82302829546316,292.9230496928366
129,34,140,2.285261664105285,29.334152399592845,305.6375156139137
127,46,133,2.8980741340565594,46.04590206990489,312.09403355995494
137,49,142,3.9433147882023136,48.72560304874006,325.02269313183996
147,36,138,2.3026453019703874,45.09325033907568,293.36717490347735
120,44,138,1.7781610626309736,33.2918810296772,352.75155104727065
121,44,148,1.9224790770144216,32.84329409148384,346.8398045348391
120,43,132,4.564708316646858,22.55554265482153,273.5407674099519
120,42,141,1.818881625669475,35.729718186570466,181.41076643720987
128,40,140,4.516962670066041,48.34540039040356,249.91739562618434
132,42,149,2.7883959819511817,17.821228467647636,232.83057606601977
149,38,140,4.737601729394106,41.336009502077765,311.4003899432981
120,39,146,2.6323685452187946,45.43388440133482,203.20707732026239
132,33,143,1.7107317352232694,49.53462195734766,234.5221333620354
139,46,145,3.1961197168453506,26.716520051842565,248.8744865981891
145,43,139,3.350826411396271,27.4450951182247,315.2373325186989
141,47,133,3.5419572130930788,23.04213345800022,287.7553475840503
126,40,139,2.6459868738781087,42.617226909343614,314.0133003491487
121,45,149,1.1944053631779807,19.90138601568046,194.13751810598637
125,30,141,3.506879691798048,24.37184364543844,275.87200339589305
126,36,138,4.732120617067887,25.33418252196659,353.27211026983747
145,39,144,4.830234514022921,28.122571655325537,308.2246481047532
133,38,138,3.3875414714440586,29.758271626417542,260.7613874724837
145,32,136,1.0795480718177273,34.5658737672946,373.01883716141356
137,43,141,1.4241539233952492,48.19306625242337,281.04096965165803
134,44,149,4.335962103077771,23.654791166377997,330.2630315142432
121,31,143,4.318977750613369,42.27272061239795,345.798907759133
129,43,145,4.784062421073449,38.67366011039368,303.39655156248136
142,45,148,3.2550976914672525,19.06175804116542,300.26834112092666
131,36,132,4.455265177873756,43.363186297615854,348.5504738114823
136,33,140,4.299547702727509,18.17141228704527,314.9981804307047
127,47,149,3.3576832248284005,40.86241803758967,296.64182286405963
130,34,148,4.134550213468215,40.05253608332139,302.71991277336895
148,35,137,1.5028421780498857,39.129065157297376,283.8946243690314
122,36,149,3.556811027520481,24.68423202213426,251.8622975448187
146,44,137,4.813803825348776,35.06784463215446,296.99760814509597
125,30,132,1.647829993757631,41.65522267800176,226.73596486914926
128,33,139,3.9761707272000044,37.315718072498086,287.7340718510545
125,30,142,2.2831431893735386,43.15070021906452,303.33540278995736
128,40,138,4.2684156948713206,39.075882772407894,331.7720473827671
126,47,135,3.7888437348226702,24.6057460832281,279.98534700151856
128,43,144,4.704697030426494,20.35697906880983,305.1999697164758
137,40,145,3.847741678775581,37.119264522185105,379.24496394034884
131,39,134,2.6412423798514464,41.59154333047525,349.9783675751931
127,46,142,1.0435701379613032,19.981303332797165,220.92159458765562
127,33,148,4.171667587083313,21.118716025184757,190.41227158573767
137,44,131,2.633859866621622,15.422427154044218,287.40044837910546
147,45,135,3.682536379339439,33.61122133625464,373.9336474022537
149,42,130,1.420265924993675,33.98018667115139,247.85608124783636
139,38,144,4.56387454359062,32.50265271295338,259.3328196903114
149,40,144,2.7426311896260205,26.060350658410037,345.5473129098246
134,40,143,4.678766935234727,29.973393207224156,355.85773073877664
146,35,136,3.828069735177964,41.81828696524725,302.2366048158395
126,30,134,1.4858490483922129,21.36289084417357,258.09129857260325
130,35,149,3.316786453630797,22.054176032923056,240.61825421543506
139,42,145,4.639737791767149,38.344239267180654,360.3042169746854
135,34,146,4.199882239533725,45.34153057550905,328.2104215869098
123,44,140,2.671921630305,26.913771388270604,324.8867217931369
125,47,144,4.820257589015628,47.64605138013128,358.88036995124634
145,49,149,2.074304723206107,17.018662576617835,174.2560841439149
141,43,145,2.500430813273263,19.148176211250615,212.28063737524513
145,44,132,3.9988566931471934,31.098586682260102,325.6910276044718
122,34,135,1.9316182288620642,40.32198296699888,151.71325564522147
128,33,142,3.0614978798381918,27.979293765746323,201.09091147817622
147,31,130,3.9151567604166173,34.41615515586605,211.0557601839094
129,36,143,3.5758710645693923,15.999973997491043,286.88825860741986
133,39,131,1.621479656483873,31.16420090849188,255.49575117555037
130,45,131,3.5186412645113383,23.490143706629954,300.5981952429502
137,39,144,3.290842115220429,33.07290941875492,311.31865684457364
141,47,147,3.23137930015645,33.40416218590029,315.46850700486726
131,46,138,4.304188746148984,41.360562482696935,253.19474135994693
142,42,132,1.7355840901000557,33.894456975341576,215.0470770213903
131,30,133,4.00626394817379,36.499421047227244,284.8415925559269
132,30,144,4.043704070940327,33.537630360551525,407.90244781878636
144,44,134,3.8905817583234734,49.663210203504036,286.05132345344435
132,30,149,3.02387325391504,42.706677667312846,361.5147990449643
138,35,149,2.58215499095095,41.44757598007955,360.0181764897915
145,42,134,2.5787086402915183,36.95408113478173,365.9629192918043
138,30,139,3.9352348557689623,33.49297447657931,366.22477231451387
142,34,145,2.9915868103314853,27.066499886222914,242.92990719995765
133,38,141,2.3537348969237075,42.43887741308738,313.3853736050527
123,46,143,3.5018787376212863,21.636320823551813,390.25393636802585
132,45,140,4.3480450420120675,16.27921149787967,200.75805730710127
127,37,148,1.246034964673127,39.436021558483546,272.8212405972757
148,46,135,4.88854783108575,20.069809387255674,226.86610681592134
142,44,139,1.3866077583276173,46.63391289663259,294.506920877831
140,30,149,3.046952482811673,41.973848543933,277.99303955015114
142,41,132,3.2408381761511844,36.078553223955495,264.4638567721548
138,34,144,1.5528428214453927,25.987362878611307,245.4445981453589
131,35,140,4.662375012070718,37.32798256814441,212.9126743986242
137,30,131,2.8858683091699757,31.689984145975203,331.4467987622997
125,30,135,1.5724820578415732,25.190196373688252,287.49562828015246
137,39,146,3.8464496113910833,48.07776419838767,384.23853348333284
138,39,147,3.6536173809704393,20.666129537827242,431.68767383409784
141,32,133,4.851462279125791,41.368431229730696,238.38171514975164
124,46,138,2.766065298750993,43.0013498762142,317.0419470571819
143,48,139,2.0711838926590374,48.31281128624151,394.8138977865174
128,40,131,1.2399760251810483,34.229575043075556,343.63266786160534
146,47,140,3.9324861003210776,33.7206306355028,342.72231536237774
122,31,140,3.4691107569216895,47.210122315431875,257.8115272029611
147,38,140,4.8904433396030385,43.038264076941616,314.2467006782627
129,46,130,3.84865991921453,41.72727678408914,388.75612949459713
138,43,143,4.732645919752864,42.61979689739593,281.0021232821243
122,33,130,4.966315179118322,32.26133820125004,260.17491881377026
148,46,138,2.713724576930743,16.449651624086638,232.23478188652828
148,46,130,1.6011800534771083,21.93927092808177,177.97124457312995
141,41,133,1.7834031076130548,37.50472306825004,252.37358722567845
134,49,130,2.273500892449267,28.865807145024505,216.55284325792564
120,47,148,3.0355830682650913,36.236958693895104,372.1880649157957
126,32,139,1.4896799975854247,34.30872659594407,257.08147849374916
131,40,144,2.2068714874209427,30.35311069449098,243.3347814049002
136,47,149,2.2311753895316615,23.215480751833116,235.5981616581399
149,33,133,1.0163426198588512,40.16359617725223,275.27057118692267
140,46,149,2.416674958665571,46.81657954129885,258.35561395758424
145,47,143,1.4646088003386857,41.94873016327764,221.81211813633033
148,34,134,2.7188455186495566,19.201338264275222,242.84388496043206
143,43,144,1.7861469496149964,33.828240847492346,264.25077217920926
139,39,144,4.288456958772784,44.237816382795366,246.21598433694615
124,44,145,1.3221014110952942,35.68436237362947,339.0741769862691
123,30,145,4.462641725672801,30.38492063197382,340.14157959988495
147,45,133,3.322106462098393,24.95912224317223,284.70281067645766
131,40,138,2.83456265279343,26.56367627052505,261.1660905370893
149,49,130,3.1989692675756407,23.475489053430362,174.9904057697467
139,35,134,2.504436516710677,21.85042579565195,245.39172554182568
147,45,138,1.5104476199677803,35.61028020165904,333.5178975834669
143,31,149,4.06351926313512,32.828468126475364,268.43229732920486
137,30,134,4.711646360385663,40.7191579472759,296.22726390032193
136,38,133,4.800270492479459,25.77753380753732,302.1480356060667
138,41,145,3.682846024890978,31.1288428201529,357.9216047610014
128,46,131,2.641389706066669,38.8129576667594,286.20246537179617
123,44,145,2.913439849105986,48.713182477316195,327.5032093206527
145,48,147,3.6278627879572625,27.210464057417255,235.58967812169945
140,39,131,4.292290066033392,25.43731043646813,334.9757985007982
121,41,145,2.498268550172162,30.725092982352706,236.9561651437853
123,43,130,4.667124899124445,40.335588721224376,300.2224627546916
121,38,145,2.2970886197224516,48.65426042884575,293.76371153855575
134,42,132,3.1234391013088167,33.77877131605846,234.06953251115795
121,32,144,4.845447200142455,43.43540841388064,441.86809137923814
123,43,140,4.752795661702441,31.25399320373477,242.05496603919198
125,39,139,3.782980358110997,16.394999504153034,218.86797411655024
126,45,146,2.298240777900035,46.29739582471949,382.1992879862067
129,36,133,1.876140132736014,25.145733244448458,358.6338029213184
138,33,146,1.3205734213341769,19.853297445594258,233.47868179954463
138,49,133,3.8346176189575414,49.86565228400459,344.66953266077843
145,40,148,3.0138027760081427,27.15896486976699,235.0038450373707
141,45,130,3.289150775777029,19.778839706819593,328.7186508973364
148,49,143,2.8895686957029514,25.90397624533862,300.55563820655016
131,33,140,2.9317857342937717,32.984316937401935,219.9415364963311
122,46,136,3.285094476819861,18.07849802760454,305.13808703539024
132,42,146,4.657048024704151,27.341729202736268,259.03773429788185
137,40,133,1.1174651978721908,38.40997479716211,223.82632587876077
127,32,139,4.206547118292649,47.05762017162463,327.6690298626301
140,38,146,2.562065042233063,28.910318959604993,221.3465432637826
134,35,133,3.979697069131999,34.75974860107199,213.17170789390633
120,40,148,4.794105316977426,37.262176998843046,331.7776077978238
122,45,147,2.2251479741053406,17.476371776824013,232.3366051585308
